"","stratumid","clusterid","urban_cluster","psweight_1year","level1id","level2id","level3id","protected_at_birth_to_analyze","level3name","level2name","level1name"
"78",3,68,1,1713.5181921418,1,1,3,0,"District 03","Lower Province","Harmonia"
"79",6,169,1,1994.87762159238,1,1,6,0,"District 06","Lower Province","Harmonia"
"80",4,110,0,3636.32180988508,1,1,4,1,"District 04","Lower Province","Harmonia"
"81",5,131,0,2015.30556677834,1,1,5,0,"District 05","Lower Province","Harmonia"
"82",9,246,1,852.809818943139,1,1,9,1,"District 09","Lower Province","Harmonia"
"83",4,98,0,3456.95167576518,1,1,4,1,"District 04","Lower Province","Harmonia"
"84",9,261,1,815.135489592237,1,1,9,0,"District 09","Lower Province","Harmonia"
"85",6,162,1,1986.5308533012,1,1,6,1,"District 06","Lower Province","Harmonia"
"86",3,83,1,1994.9656246675,1,1,3,1,"District 03","Lower Province","Harmonia"
"87",3,64,0,2034.27529214864,1,1,3,1,"District 03","Lower Province","Harmonia"
"88",9,263,1,831.839085690438,1,1,9,1,"District 09","Lower Province","Harmonia"
"89",5,135,0,1944.90187885595,1,1,5,0,"District 05","Lower Province","Harmonia"
"90",3,65,1,1903.03172491324,1,1,3,1,"District 03","Lower Province","Harmonia"
"91",3,85,1,1658.46539881997,1,1,3,1,"District 03","Lower Province","Harmonia"
"92",4,114,1,3688.51781672553,1,1,4,1,"District 04","Lower Province","Harmonia"
"93",3,69,1,1735.11716095031,1,1,3,1,"District 03","Lower Province","Harmonia"
"94",9,251,0,935.339801421507,1,1,9,1,"District 09","Lower Province","Harmonia"
"95",9,241,0,835.262291804391,1,1,9,1,"District 09","Lower Province","Harmonia"
"96",4,93,1,3212.08426539848,1,1,4,1,"District 04","Lower Province","Harmonia"
"97",5,142,0,1919.75228559488,1,1,5,1,"District 05","Lower Province","Harmonia"
"98",6,162,1,1986.5308533012,1,1,6,1,"District 06","Lower Province","Harmonia"
"99",9,257,0,842.193929080776,1,1,9,1,"District 09","Lower Province","Harmonia"
"100",3,68,1,1713.5181921418,1,1,3,1,"District 03","Lower Province","Harmonia"
"101",5,136,1,2006.22761377483,1,1,5,1,"District 05","Lower Province","Harmonia"
"102",9,268,1,894.135404883114,1,1,9,1,"District 09","Lower Province","Harmonia"
"103",6,178,1,2373.90436969493,1,1,6,1,"District 06","Lower Province","Harmonia"
"104",9,242,1,894.135404883114,1,1,9,1,"District 09","Lower Province","Harmonia"
"105",9,266,1,966.517794802224,1,1,9,0,"District 09","Lower Province","Harmonia"
"106",4,98,0,3456.95167576518,1,1,4,1,"District 04","Lower Province","Harmonia"
"107",4,116,1,3552.53559306745,1,1,4,1,"District 04","Lower Province","Harmonia"
"108",4,105,1,3172.42890409727,1,1,4,1,"District 04","Lower Province","Harmonia"
"109",9,250,0,957.399702398429,1,1,9,1,"District 09","Lower Province","Harmonia"
"110",3,84,1,1811.21879081655,1,1,3,1,"District 03","Lower Province","Harmonia"
"111",6,165,0,2177.89391715131,1,1,6,1,"District 06","Lower Province","Harmonia"
"112",5,122,1,1871.35516915131,1,1,5,1,"District 05","Lower Province","Harmonia"
"113",4,111,1,3294.4454004087,1,1,4,1,"District 04","Lower Province","Harmonia"
"114",4,112,0,3396.03622773408,1,1,4,1,"District 04","Lower Province","Harmonia"
"115",6,168,0,2198.05960156938,1,1,6,0,"District 06","Lower Province","Harmonia"
"116",4,118,0,3252.7435598972,1,1,4,1,"District 04","Lower Province","Harmonia"
"117",3,81,0,1678.69058661046,1,1,3,0,"District 03","Lower Province","Harmonia"
"118",3,80,1,2044.34596191175,1,1,3,1,"District 03","Lower Province","Harmonia"
"119",6,159,0,1953.83075695056,1,1,6,1,"District 06","Lower Province","Harmonia"
"120",9,264,0,980.52529907472,1,1,9,1,"District 09","Lower Province","Harmonia"
"121",6,162,1,1986.5308533012,1,1,6,1,"District 06","Lower Province","Harmonia"
"122",4,104,0,3095.98483411902,1,1,4,1,"District 04","Lower Province","Harmonia"
"123",4,116,1,3552.53559306745,1,1,4,1,"District 04","Lower Province","Harmonia"
"124",6,166,0,2316.004263117,1,1,6,1,"District 06","Lower Province","Harmonia"
"125",9,243,1,939.67007827994,1,1,9,1,"District 09","Lower Province","Harmonia"
"126",9,249,1,944.040636783567,1,1,9,1,"District 09","Lower Province","Harmonia"
"127",9,264,0,980.52529907472,1,1,9,1,"District 09","Lower Province","Harmonia"
"128",9,253,0,994.944788766995,1,1,9,1,"District 09","Lower Province","Harmonia"
"129",4,109,1,3212.08426539848,1,1,4,1,"District 04","Lower Province","Harmonia"
"130",3,68,1,1713.5181921418,1,1,3,1,"District 03","Lower Province","Harmonia"
"131",4,91,0,3411.06293670635,1,1,4,1,"District 04","Lower Province","Harmonia"
"132",4,98,0,3456.95167576518,1,1,4,1,"District 04","Lower Province","Harmonia"
"133",6,162,1,1986.5308533012,1,1,6,1,"District 06","Lower Province","Harmonia"
"134",4,113,0,3095.98483411902,1,1,4,1,"District 04","Lower Province","Harmonia"
"135",9,246,1,852.809818943139,1,1,9,1,"District 09","Lower Province","Harmonia"
"136",5,149,0,2071.54665236285,1,1,5,1,"District 05","Lower Province","Harmonia"
"137",5,142,0,1919.75228559488,1,1,5,0,"District 05","Lower Province","Harmonia"
"138",9,265,1,957.399702398429,1,1,9,1,"District 09","Lower Province","Harmonia"
"139",4,113,0,3095.98483411902,1,1,4,1,"District 04","Lower Province","Harmonia"
"140",5,149,0,2071.54665236285,1,1,5,1,"District 05","Lower Province","Harmonia"
"141",4,117,1,3835.32449599819,1,1,4,1,"District 04","Lower Province","Harmonia"
"142",3,90,0,1819.19772822103,1,1,3,1,"District 03","Lower Province","Harmonia"
"143",6,152,1,2373.90436969493,1,1,6,1,"District 06","Lower Province","Harmonia"
"144",3,74,1,1851.82907760616,1,1,3,0,"District 03","Lower Province","Harmonia"
"145",6,164,1,2373.90436969493,1,1,6,1,"District 06","Lower Province","Harmonia"
"146",3,76,1,1903.03172491324,1,1,3,1,"District 03","Lower Province","Harmonia"
"147",5,123,0,1848.06029152702,1,1,5,1,"District 05","Lower Province","Harmonia"
"148",3,76,1,1903.03172491324,1,1,3,1,"District 03","Lower Province","Harmonia"
"149",4,111,1,3294.4454004087,1,1,4,1,"District 04","Lower Province","Harmonia"
"150",3,90,0,1819.19772822103,1,1,3,1,"District 03","Lower Province","Harmonia"
"151",3,62,1,2024.30335444203,1,1,3,1,"District 03","Lower Province","Harmonia"
"152",4,115,0,3172.42890409727,1,1,4,1,"District 04","Lower Province","Harmonia"
"153",9,249,1,944.040636783567,1,1,9,1,"District 09","Lower Province","Harmonia"
"154",3,75,1,1706.43753845526,1,1,3,0,"District 03","Lower Province","Harmonia"
"155",9,270,1,999.84599462299,1,1,9,1,"District 09","Lower Province","Harmonia"
"156",4,114,1,3688.51781672553,1,1,4,1,"District 04","Lower Province","Harmonia"
"157",3,74,1,1851.82907760616,1,1,3,1,"District 03","Lower Province","Harmonia"
"158",5,136,1,2006.22761377483,1,1,5,1,"District 05","Lower Province","Harmonia"
"159",6,167,1,2239.5324242405,1,1,6,0,"District 06","Lower Province","Harmonia"
"160",6,152,1,2373.90436969493,1,1,6,1,"District 06","Lower Province","Harmonia"
"161",6,156,0,2129.06221497303,1,1,6,1,"District 06","Lower Province","Harmonia"
"162",5,131,0,2015.30556677834,1,1,5,1,"District 05","Lower Province","Harmonia"
"163",3,70,0,1885.65243975422,1,1,3,1,"District 03","Lower Province","Harmonia"
"164",3,68,1,1713.5181921418,1,1,3,1,"District 03","Lower Province","Harmonia"
"165",3,73,1,1835.3683746941,1,1,3,1,"District 03","Lower Province","Harmonia"
"166",9,260,1,894.135404883114,1,1,9,1,"District 09","Lower Province","Harmonia"
"167",3,75,1,1706.43753845526,1,1,3,1,"District 03","Lower Province","Harmonia"
"168",6,158,0,2187.9302946497,1,1,6,1,"District 06","Lower Province","Harmonia"
"169",3,90,0,1819.19772822103,1,1,3,0,"District 03","Lower Province","Harmonia"
"170",9,258,0,966.517794802224,1,1,9,1,"District 09","Lower Province","Harmonia"
"171",5,145,0,1895.24480960856,1,1,5,1,"District 05","Lower Province","Harmonia"
"172",3,90,0,1819.19772822103,1,1,3,0,"District 03","Lower Province","Harmonia"
"173",9,254,1,948.45204162835,1,1,9,1,"District 09","Lower Province","Harmonia"
"174",6,172,0,2338.8220391083,1,1,6,1,"District 06","Lower Province","Harmonia"
"175",4,111,1,3294.4454004087,1,1,4,1,"District 04","Lower Province","Harmonia"
"176",9,267,0,1004.79572726964,1,1,9,1,"District 09","Lower Province","Harmonia"
"177",5,129,1,2081.2267769066,1,1,5,1,"District 05","Lower Province","Harmonia"
"178",6,178,1,2373.90436969493,1,1,6,1,"District 06","Lower Province","Harmonia"
"179",5,134,1,1863.52523120507,1,1,5,1,"District 05","Lower Province","Harmonia"
"180",3,85,1,1658.46539881997,1,1,3,1,"District 03","Lower Province","Harmonia"
"181",6,159,0,1953.83075695056,1,1,6,1,"District 06","Lower Province","Harmonia"
"182",5,146,1,2061.95615860191,1,1,5,1,"District 05","Lower Province","Harmonia"
"183",9,247,1,898.091756232155,1,1,9,0,"District 09","Lower Province","Harmonia"
"184",3,81,0,1678.69058661046,1,1,3,0,"District 03","Lower Province","Harmonia"
"185",9,244,1,849.241577022874,1,1,9,1,"District 09","Lower Province","Harmonia"
"186",3,68,1,1713.5181921418,1,1,3,1,"District 03","Lower Province","Harmonia"
"187",6,152,1,2373.90436969493,1,1,6,1,"District 06","Lower Province","Harmonia"
"188",4,116,1,3552.53559306745,1,1,4,0,"District 04","Lower Province","Harmonia"
"189",6,164,1,2373.90436969493,1,1,6,1,"District 06","Lower Province","Harmonia"
"190",6,161,0,1914.43900781849,1,1,6,1,"District 06","Lower Province","Harmonia"
"191",9,246,1,852.809818943139,1,1,9,1,"District 09","Lower Province","Harmonia"
"192",3,80,1,2044.34596191175,1,1,3,1,"District 03","Lower Province","Harmonia"
"193",9,254,1,948.45204162835,1,1,9,1,"District 09","Lower Province","Harmonia"
"194",5,137,0,1997.23107739019,1,1,5,0,"District 05","Lower Province","Harmonia"
"195",9,245,1,957.399702398429,1,1,9,0,"District 09","Lower Province","Harmonia"
"196",5,127,0,1895.24480960856,1,1,5,1,"District 05","Lower Province","Harmonia"
"197",5,138,0,1919.75228559488,1,1,5,0,"District 05","Lower Province","Harmonia"
"198",5,123,0,1848.06029152702,1,1,5,1,"District 05","Lower Province","Harmonia"
"199",5,125,1,1988.31486722327,1,1,5,1,"District 05","Lower Province","Harmonia"
"200",4,100,1,3133.74074673023,1,1,4,1,"District 04","Lower Province","Harmonia"
"201",4,120,0,3185.53811444478,1,1,4,0,"District 04","Lower Province","Harmonia"
"202",5,146,1,2061.95615860191,1,1,5,1,"District 05","Lower Province","Harmonia"
"203",3,84,1,1811.21879081655,1,1,3,1,"District 03","Lower Province","Harmonia"
"204",4,93,1,3212.08426539848,1,1,4,1,"District 04","Lower Province","Harmonia"
"205",6,155,1,2177.89391715131,1,1,6,1,"District 06","Lower Province","Harmonia"
"206",3,85,1,1658.46539881997,1,1,3,1,"District 03","Lower Province","Harmonia"
"207",5,127,0,1895.24480960856,1,1,5,1,"District 05","Lower Province","Harmonia"
"208",5,124,0,1810.49809047972,1,1,5,1,"District 05","Lower Province","Harmonia"
"209",4,99,0,3760.48889607627,1,1,4,1,"District 04","Lower Province","Harmonia"
"210",9,251,0,935.339801421507,1,1,9,1,"District 09","Lower Province","Harmonia"
"211",5,121,1,1879.25118252326,1,1,5,1,"District 05","Lower Province","Harmonia"
"212",5,125,1,1988.31486722327,1,1,5,0,"District 05","Lower Province","Harmonia"
"213",3,61,1,1811.21879081655,1,1,3,1,"District 03","Lower Province","Harmonia"
"214",3,63,0,1929.70973974847,1,1,3,1,"District 03","Lower Province","Harmonia"
"215",4,100,1,3133.74074673023,1,1,4,0,"District 04","Lower Province","Harmonia"
"216",6,178,1,2373.90436969493,1,1,6,1,"District 06","Lower Province","Harmonia"
"217",6,172,0,2338.8220391083,1,1,6,1,"District 06","Lower Province","Harmonia"
"218",3,74,1,1851.82907760616,1,1,3,1,"District 03","Lower Province","Harmonia"
"219",4,104,0,3095.98483411902,1,1,4,1,"District 04","Lower Province","Harmonia"
"220",6,177,1,2129.06221497303,1,1,6,1,"District 06","Lower Province","Harmonia"
"221",3,66,1,1706.43753845526,1,1,3,0,"District 03","Lower Province","Harmonia"
"222",3,67,0,1742.43833040579,1,1,3,1,"District 03","Lower Province","Harmonia"
"223",4,105,1,3172.42890409727,1,1,4,1,"District 04","Lower Province","Harmonia"
"224",3,62,1,2024.30335444203,1,1,3,1,"District 03","Lower Province","Harmonia"
"225",4,119,0,3083.60089478254,1,1,4,0,"District 04","Lower Province","Harmonia"
"226",9,270,1,999.84599462299,1,1,9,1,"District 09","Lower Province","Harmonia"
"227",9,259,1,957.399702398429,1,1,9,1,"District 09","Lower Province","Harmonia"
"228",6,164,1,2373.90436969493,1,1,6,1,"District 06","Lower Province","Harmonia"
"229",3,68,1,1713.5181921418,1,1,3,1,"District 03","Lower Province","Harmonia"
"230",3,71,1,1713.5181921418,1,1,3,1,"District 03","Lower Province","Harmonia"
"231",4,120,0,3185.53811444478,1,1,4,1,"District 04","Lower Province","Harmonia"
"232",5,144,0,1863.52523120507,1,1,5,1,"District 05","Lower Province","Harmonia"
"233",6,155,1,2177.89391715131,1,1,6,1,"District 06","Lower Province","Harmonia"
"234",5,137,0,1997.23107739019,1,1,5,1,"District 05","Lower Province","Harmonia"
"235",3,68,1,1713.5181921418,1,1,3,1,"District 03","Lower Province","Harmonia"
"236",3,86,0,1843.5619835097,1,1,3,1,"District 03","Lower Province","Harmonia"
"237",5,124,0,1810.49809047972,1,1,5,1,"District 05","Lower Province","Harmonia"
"238",5,133,1,2081.2267769066,1,1,5,1,"District 05","Lower Province","Harmonia"
"239",6,179,1,2037.68615424457,1,1,6,0,"District 06","Lower Province","Harmonia"
"240",6,162,1,1986.5308533012,1,1,6,1,"District 06","Lower Province","Harmonia"
"241",3,65,1,1903.03172491324,1,1,3,1,"District 03","Lower Province","Harmonia"
"242",5,129,1,2081.2267769066,1,1,5,1,"District 05","Lower Province","Harmonia"
"243",4,112,0,3396.03622773408,1,1,4,1,"District 04","Lower Province","Harmonia"
"244",3,82,1,1985.37444377968,1,1,3,1,"District 03","Lower Province","Harmonia"
"245",6,164,1,2373.90436969493,1,1,6,1,"District 06","Lower Province","Harmonia"
"246",5,136,1,2006.22761377483,1,1,5,1,"District 05","Lower Province","Harmonia"
"247",4,94,0,3146.53152528831,1,1,4,0,"District 04","Lower Province","Harmonia"
"248",6,156,0,2129.06221497303,1,1,6,1,"District 06","Lower Province","Harmonia"
"249",6,155,1,2177.89391715131,1,1,6,1,"District 06","Lower Province","Harmonia"
"250",5,122,1,1871.35516915131,1,1,5,0,"District 05","Lower Province","Harmonia"
"251",4,93,1,3212.08426539848,1,1,4,1,"District 04","Lower Province","Harmonia"
"252",6,164,1,2373.90436969493,1,1,6,1,"District 06","Lower Province","Harmonia"
"253",3,88,0,1843.5619835097,1,1,3,0,"District 03","Lower Province","Harmonia"
"254",4,93,1,3212.08426539848,1,1,4,1,"District 04","Lower Province","Harmonia"
"255",5,135,0,1944.90187885595,1,1,5,1,"District 05","Lower Province","Harmonia"
"256",4,98,0,3456.95167576518,1,1,4,1,"District 04","Lower Province","Harmonia"
"257",3,81,0,1678.69058661046,1,1,3,1,"District 03","Lower Province","Harmonia"
"258",9,267,0,1004.79572726964,1,1,9,1,"District 09","Lower Province","Harmonia"
"259",4,95,1,3239.07657014973,1,1,4,0,"District 04","Lower Province","Harmonia"
"260",6,169,1,1994.87762159238,1,1,6,1,"District 06","Lower Province","Harmonia"
"261",4,96,1,3239.07657014973,1,1,4,0,"District 04","Lower Province","Harmonia"
"262",9,249,1,944.040636783567,1,1,9,1,"District 09","Lower Province","Harmonia"
"263",3,83,1,1994.9656246675,1,1,3,1,"District 03","Lower Province","Harmonia"
"264",3,76,1,1903.03172491324,1,1,3,1,"District 03","Lower Province","Harmonia"
"265",6,173,0,1930.0035525975,1,1,6,1,"District 06","Lower Province","Harmonia"
"266",4,120,0,3185.53811444478,1,1,4,1,"District 04","Lower Province","Harmonia"
"267",6,158,0,2187.9302946497,1,1,6,0,"District 06","Lower Province","Harmonia"
"268",3,80,1,2044.34596191175,1,1,3,1,"District 03","Lower Province","Harmonia"
"269",5,127,0,1895.24480960856,1,1,5,0,"District 05","Lower Province","Harmonia"
"270",3,88,0,1843.5619835097,1,1,3,1,"District 03","Lower Province","Harmonia"
"271",9,264,0,980.52529907472,1,1,9,1,"District 09","Lower Province","Harmonia"
"272",9,263,1,831.839085690438,1,1,9,0,"District 09","Lower Province","Harmonia"
"273",3,88,0,1843.5619835097,1,1,3,0,"District 03","Lower Province","Harmonia"
"274",5,150,0,2131.01689118666,1,1,5,0,"District 05","Lower Province","Harmonia"
"275",5,136,1,2006.22761377483,1,1,5,1,"District 05","Lower Province","Harmonia"
"276",6,168,0,2198.05960156938,1,1,6,1,"District 06","Lower Province","Harmonia"
"277",5,150,0,2131.01689118666,1,1,5,1,"District 05","Lower Province","Harmonia"
"278",6,154,1,1970.04512007878,1,1,6,0,"District 06","Lower Province","Harmonia"
"279",3,70,0,1885.65243975422,1,1,3,1,"District 03","Lower Province","Harmonia"
"280",9,250,0,957.399702398429,1,1,9,1,"District 09","Lower Province","Harmonia"
"281",5,150,0,2131.01689118666,1,1,5,1,"District 05","Lower Province","Harmonia"
"282",3,84,1,1811.21879081655,1,1,3,1,"District 03","Lower Province","Harmonia"
"283",5,136,1,2006.22761377483,1,1,5,0,"District 05","Lower Province","Harmonia"
"284",5,138,0,1919.75228559488,1,1,5,1,"District 05","Lower Province","Harmonia"
"285",3,84,1,1811.21879081655,1,1,3,1,"District 03","Lower Province","Harmonia"
"286",3,73,1,1835.3683746941,1,1,3,1,"District 03","Lower Province","Harmonia"
"287",6,180,1,1945.8232538483,1,1,6,1,"District 06","Lower Province","Harmonia"
"288",6,180,1,1945.8232538483,1,1,6,1,"District 06","Lower Province","Harmonia"
"289",3,79,1,1665.15275929909,1,1,3,1,"District 03","Lower Province","Harmonia"
"290",5,132,1,1848.06029152702,1,1,5,1,"District 05","Lower Province","Harmonia"
"291",9,246,1,852.809818943139,1,1,9,1,"District 09","Lower Province","Harmonia"
"292",4,100,1,3133.74074673023,1,1,4,1,"District 04","Lower Province","Harmonia"
"293",5,136,1,2006.22761377483,1,1,5,1,"District 05","Lower Province","Harmonia"
"294",3,86,0,1843.5619835097,1,1,3,1,"District 03","Lower Province","Harmonia"
"295",9,249,1,944.040636783567,1,1,9,1,"District 09","Lower Province","Harmonia"
"296",9,256,1,898.091756232155,1,1,9,1,"District 09","Lower Province","Harmonia"
"297",4,110,0,3636.32180988508,1,1,4,1,"District 04","Lower Province","Harmonia"
"298",3,68,1,1713.5181921418,1,1,3,1,"District 03","Lower Province","Harmonia"
"299",5,136,1,2006.22761377483,1,1,5,1,"District 05","Lower Province","Harmonia"
"300",6,167,1,2239.5324242405,1,1,6,1,"District 06","Lower Province","Harmonia"
"301",3,82,1,1985.37444377968,1,1,3,1,"District 03","Lower Province","Harmonia"
"302",9,268,1,894.135404883114,1,1,9,0,"District 09","Lower Province","Harmonia"
"303",6,163,0,2011.78336414824,1,1,6,1,"District 06","Lower Province","Harmonia"
"304",3,66,1,1706.43753845526,1,1,3,0,"District 03","Lower Province","Harmonia"
"305",6,156,0,2129.06221497303,1,1,6,1,"District 06","Lower Province","Harmonia"
"306",9,248,0,922.585167765759,1,1,9,1,"District 09","Lower Province","Harmonia"
"307",4,105,1,3172.42890409727,1,1,4,1,"District 04","Lower Province","Harmonia"
"308",9,269,0,902.083275148742,1,1,9,0,"District 09","Lower Province","Harmonia"
"309",4,117,1,3835.32449599819,1,1,4,1,"District 04","Lower Province","Harmonia"
"310",3,88,0,1843.5619835097,1,1,3,1,"District 03","Lower Province","Harmonia"
"311",3,90,0,1819.19772822103,1,1,3,1,"District 03","Lower Province","Harmonia"
"312",4,115,0,3172.42890409727,1,1,4,1,"District 04","Lower Province","Harmonia"
"313",6,178,1,2373.90436969493,1,1,6,1,"District 06","Lower Province","Harmonia"
"314",6,175,1,2100.80032716365,1,1,6,1,"District 06","Lower Province","Harmonia"
"315",5,139,1,1944.90187885595,1,1,5,1,"District 05","Lower Province","Harmonia"
"316",9,247,1,898.091756232155,1,1,9,0,"District 09","Lower Province","Harmonia"
"317",5,147,1,2131.01689118666,1,1,5,1,"District 05","Lower Province","Harmonia"
"318",6,166,0,2316.004263117,1,1,6,1,"District 06","Lower Province","Harmonia"
"319",3,83,1,1994.9656246675,1,1,3,1,"District 03","Lower Province","Harmonia"
"320",9,254,1,948.45204162835,1,1,9,1,"District 09","Lower Province","Harmonia"
"321",3,84,1,1811.21879081655,1,1,3,1,"District 03","Lower Province","Harmonia"
"322",3,68,1,1713.5181921418,1,1,3,1,"District 03","Lower Province","Harmonia"
"323",9,254,1,948.45204162835,1,1,9,1,"District 09","Lower Province","Harmonia"
